Tỉnh/Thành phố,Thời gian,CSTP 10: Thiết chế pháp lý và ANTT,Tin tưởng HTPL sẽ đảm bảo quyền tài sản/thực thi hợp đồng của DN(%),Hệ thống pháp luật (HTPL) có cơ chế giúp DN tố cáo cán bộ nhũng nhiễu(%),Lãnh đạo tỉnh sẽ không bao che và nghiêm túc kỷ luật cán bộ nhũng nhiễu DN(%),DN sẵn sàng sử dụng tòa án để giải quyết các tranh chấp (%),Tòa án các cấp của tỉnh xét xử các vụ việc kinh tế đúng pháp luật(%),Phán quyết của Tòa án là công bằng (%),Tòa án các cấp ở tỉnh xét xử vụ việc kinh tế nhanh chóng (%),Phán quyết của tòa án được thi hành nhanh chóng (%),Các CQ trợ giúp pháp lý tại tỉnh hỗ trợ DN nhanh chóng để khởi kiện (%),Các chi phí chính thức và CPKCT là chấp nhận được khi GQTC qua Tòa án(%),Số lượng vụ việc tranh chấp của DN dân doanh do Tòa án thụ lý/100 DN (TATC),"Tỉ lệ nguyên đơn ngoài quốc doanh/tổng số nguyên đơn tại Toà án tỉnh (%, TATC)","Tỉ lệ vụ việc kinh tế đã được giải quyết trong năm(%, TATC)",Tình hình an ninh trật tự tại tỉnh là Tốt(%),Tỉ lệ DN bị mất trộm tài sản năm qua (%),CQ công an hỗ trợ DN giải quyết hiệu quả vụ mất trộm tài sản(%),"Phải trả tiền 'bảo kê' cho băng nhóm côn đồ, xã hội đen để yên ổn làm ăn(%)"
geoId-CMU,201700,5.453429698944092,0.8315789699554443,0.3258427083492279,0.32926830649375916,0.4516128897666931,0.8372092843055725,0.8374999761581421,0.6428571343421936,0.6829268336296082,0.75,0.8051947951316833,1.1619462966918945,1.0,0.656862735748291,0.43689319491386414,0.2673267424106598,0.6315789222717285,0.010638297535479069
geoId-CTO,201700,6.511747360229492,0.8600000143051147,0.29591837525367737,0.3529411852359772,0.32710281014442444,0.9230769276618958,0.8452380895614624,0.7191011309623718,0.6785714030265808,0.7804877758026123,0.8518518805503845,7.153050422668457,0.9975124597549438,0.6367924809455872,0.6181818246841431,0.17699114978313446,0.7575757503509521,0.02857142873108387
geoId-CBG,201700,5.611521244049072,0.8105263113975525,0.2688172161579132,0.2888889014720917,0.36082473397254944,0.8461538553237915,0.8202247023582458,0.5319148898124695,0.5056179761886597,0.584269642829895,0.7906976938247681,0.17152658104896545,1.0,0.6666666865348816,0.5686274766921997,0.10999999940395355,0.7407407164573669,0.02083333395421505
Đà Nẵng,201700,6.7431535720825195,0.8830409646034241,0.28915661573410034,0.3461538553237915,0.26035502552986145,0.9215686321258545,0.9060402512550354,0.7333333492279053,0.7569444179534912,0.801369845867157,0.8435373902320862,0.0891626849770546,0.9166666865348816,0.8444444537162781,0.7348066568374634,0.15340909361839294,0.8030303120613098,0.011976048350334167
Đắk Lắk,201700,5.835727214813232,0.8876404762268066,0.30434781312942505,0.380952388048172,0.40625,0.8641975522041321,0.8125,0.637499988079071,0.6666666865348816,0.7179487347602844,0.797468364238739,0.1259763091802597,1.0,0.8269230723381042,0.5098039507865906,0.19801980257034302,0.6486486196517944,0.021052632480859756
Đắk Nông,201700,4.270942687988281,0.821052610874176,0.23333333432674408,0.25,0.37755101919174194,0.8526315689086914,0.7191011309623718,0.5714285969734192,0.5824176073074341,0.6666666865348816,0.6781609058380127,0.6717044711112976,0.8888888955116272,0.6734693646430969,0.4897959232330322,0.23469388484954834,0.692307710647583,0.06976744532585144
Điện Biên,201700,5.997325420379639,0.8333333134651184,0.2705882489681244,0.3048780560493469,0.4615384638309479,0.8795180916786194,0.807692289352417,0.7283950448036194,0.7179487347602844,0.7051281929016113,0.7142857313156128,0.0,0.0,1.0,0.6382978558540344,0.1041666641831398,0.774193525314331,0.0235294122248888
Đồng Nai,201700,5.767708778381348,0.834782600402832,0.302752286195755,0.4117647111415863,0.3103448152542114,0.8700000047683716,0.8526315689086914,0.6161616444587708,0.6770833134651184,0.7010309100151062,0.8131868243217468,0.4732927680015564,1.0,0.6866666674613953,0.4453781545162201,0.11570248007774353,0.6666666865348816,0.03539822995662689
Đồng Tháp,201700,7.096423149108887,0.8999999761581421,0.4324324429035187,0.5068492889404297,0.3733333349227905,0.9852941036224365,0.9253731369972229,0.8030303120613098,0.7014925479888916,0.8358209133148193,0.8787878751754761,3.486870527267456,0.7941176295280457,0.8629032373428345,0.7124999761581421,0.17073170840740204,0.692307710647583,0.05128205195069313
geoId-GLI,201700,5.703676700592041,0.8613861203193665,0.23232322931289673,0.23711340129375458,0.37254902720451355,0.8910890817642212,0.8659793734550476,0.49494948983192444,0.6082473993301392,0.6489361524581909,0.7956989407539368,4.492641448974609,0.800000011920929,0.8976607918739319,0.5090909004211426,0.11818181723356247,0.800000011920929,0.04040404036641121
geoId-HGG,201700,7.013017654418945,0.8630136847496033,0.37837839126586914,0.4202898442745209,0.3947368562221527,0.9117646813392639,0.8030303120613098,0.7058823704719543,0.7272727489471436,0.7575757503509521,0.7272727489471436,0.9174311757087708,0.875,0.9230769276618958,0.7272727489471436,0.1071428582072258,0.7307692170143127,0.012658228166401386
geoId-HNM,201700,5.7704315185546875,0.8558558821678162,0.38181817531585693,0.31481480598449707,0.3611111044883728,0.8799999952316284,0.8299999833106995,0.6767676472663879,0.6734693646430969,0.7731958627700806,0.7755101919174194,0.5036630034446716,0.9166666865348816,0.6333333253860474,0.577235758304596,0.13114753365516663,0.6785714030265808,0.04545454680919647
geoId-HNI,201700,4.877562046051025,0.7961165308952332,0.2450980395078659,0.2545454502105713,0.26885247230529785,0.8370370268821716,0.7755905389785767,0.5437262654304504,0.5875486135482788,0.6772908568382263,0.6679999828338623,1.368831992149353,0.8483964800834656,0.5656565427780151,0.5268138647079468,0.14240506291389465,0.6235294342041016,0.02464788779616356
geoId-HTH,201700,5.7540411949157715,0.8674699068069458,0.34117648005485535,0.3658536672592163,0.2650602459907532,0.8902438879013062,0.8181818127632141,0.699999988079071,0.7341772317886353,0.7599999904632568,0.7866666913032532,0.0,0.0,1.0,0.5333333611488342,0.1538461595773697,0.7692307829856873,0.02631578966975212
geoId-HDG,201700,5.628947734832764,0.8534482717514038,0.2931034564971924,0.3396226465702057,0.27966102957725525,0.875,0.8333333134651184,0.6138613820075989,0.6907216310501099,0.6804123520851135,0.7362637519836426,1.1379517316818237,0.4100719392299652,0.7033898234367371,0.4724409580230713,0.12403100728988647,0.75,0.017391303554177284
geoId-HPG,201700,5.477421760559082,0.8514851331710815,0.29230770468711853,0.27807486057281494,0.31527093052864075,0.8852459192276001,0.8604651093482971,0.6043956279754639,0.6910112500190735,0.7457627058029175,0.8160919547080994,0.10811784863471985,0.800000011920929,0.8409961462020874,0.49321267008781433,0.1278538852930069,0.5869565010070801,0.024038461968302727
geoId-HGG,201700,6.136580467224121,0.8088235259056091,0.37681159377098083,0.484375,0.3835616409778595,0.8769230842590332,0.8727272748947144,0.60317462682724,0.6721311211585999,0.7288135886192322,0.7017543911933899,0.26058632135391235,1.0,0.9340659379959106,0.6184210777282715,0.16883116960525513,0.550000011920929,0.029411764815449715
geoId-HBH,201700,5.631037712097168,0.8064516186714172,0.19540229439735413,0.3827160596847534,0.3636363744735718,0.8241758346557617,0.8160919547080994,0.6741573214530945,0.6000000238418579,0.6744186282157898,0.7586206793785095,1.1421319246292114,0.5454545617103577,0.6774193644523621,0.625,0.13592232763767242,0.7666666507720947,0.04123711213469505
geoId-HYN,201700,5.365373611450195,0.7752808928489685,0.33707866072654724,0.33707866072654724,0.33695653080940247,0.8148148059844971,0.701298713684082,0.5194805264472961,0.6081081032752991,0.5921052694320679,0.5974025726318359,3.4746761322021484,0.9752066135406494,0.5388127565383911,0.44565218687057495,0.09375,0.7599999904632568,0.03448275849223137
geoId-KHA,201700,5.457658767700195,0.8777777552604675,0.2666666805744171,0.31460675597190857,0.3571428656578064,0.9350649118423462,0.835616409778595,0.6883116960525513,0.6891891956329346,0.7567567825317383,0.8142856955528259,0.4733520448207855,1.0,0.7064676880836487,0.33980581164360046,0.22429905831813812,0.6060606241226196,0.0
geoId-KGG,201700,6.148886680603027,0.8554216623306274,0.3214285671710968,0.37974682450294495,0.3488371968269348,0.8783783912658691,0.8333333134651184,0.6712328791618347,0.7428571581840515,0.8115941882133484,0.782608687877655,2.386849880218506,0.9217391014099121,0.7596566677093506,0.6022727489471436,0.23076923191547394,0.6000000238418579,0.0
geoId-KTM,201700,5.051945686340332,0.7916666865348816,0.20618556439876556,0.26595744490623474,0.3400000035762787,0.8297872543334961,0.782608687877655,0.6382978558540344,0.6236559152603149,0.692307710647583,0.7444444298744202,5.007949352264404,0.984375,0.8965517282485962,0.4134615361690521,0.1320754736661911,0.5,0.030927835032343864
geoId-LCU,201700,6.821979522705078,0.9066666960716248,0.2750000059604645,0.350649356842041,0.42307692766189575,0.8888888955116272,0.8208954930305481,0.699999988079071,0.779411792755127,0.7611940503120422,0.7692307829856873,0.0,0.0,1.0,0.773809552192688,0.06896551698446274,0.8947368264198303,0.025974025949835777
Lâm Đồng,201700,6.029938697814941,0.875,0.2666666805744171,0.2905983030796051,0.3644067943096161,0.9074074029922485,0.8333333134651184,0.6603773832321167,0.7156862616539001,0.6952381134033203,0.8235294222831726,0.1921493262052536,1.0,0.7731092572212219,0.6083333492279053,0.12903225421905518,0.7714285850524902,0.035087719559669495
geoId-LSN,201700,5.3608551025390625,0.7765957713127136,0.3404255211353302,0.34065935015678406,0.31313130259513855,0.8139534592628479,0.75,0.569767415523529,0.6071428656578064,0.6190476417541504,0.6666666865348816,0.0,0.0,0.8999999761581421,0.6442307829856873,0.11764705926179886,0.7647058963775635,0.030927835032343864
geoId-LCI,201700,6.316833972930908,0.7872340679168701,0.32926830649375916,0.4177215099334717,0.3870967626571655,0.8863636255264282,0.824999988079071,0.6144578456878662,0.6282051205635071,0.75,0.746666669845581,0.13306720554828644,0.5,0.800000011920929,0.6299999952316284,0.0891089141368866,0.7647058963775635,0.02298850566148758
geoId-LAN,201700,7.2025299072265625,0.9024389982223511,0.45205479860305786,0.4583333432674408,0.33734938502311707,0.9375,0.9090909361839294,0.7564102411270142,0.8243243098258972,0.837837815284729,0.8493150472640991,3.1407337188720703,0.8972602486610413,0.7596685290336609,0.5684210658073425,0.12631578743457794,0.75,0.02222222276031971
Nam Định,201700,6.727869033813477,0.8469387888908386,0.25961539149284363,0.38461539149284363,0.2857142984867096,0.932584285736084,0.8488371968269348,0.7558139562606812,0.738095223903656,0.7674418687820435,0.7882353067398071,1.1049723625183105,0.8799999952316284,1.0,0.6355140209197998,0.054054055362939835,0.7096773982048035,0.01923076994717121
geoId-NAN,201700,5.132773399353027,0.8260869383811951,0.2977099120616913,0.29600000381469727,0.20437955856323242,0.8267716765403748,0.7933884263038635,0.6583333611488342,0.692307710647583,0.7166666388511658,0.7627118825912476,0.5839822292327881,0.8571428656578064,0.8769716024398804,0.5430463552474976,0.17419354617595673,0.6734693646430969,0.04316546767950058
geoId-NBH,201700,6.132106304168701,0.8764045238494873,0.26829269528388977,0.2800000011920929,0.40909090638160706,0.9066666960716248,0.8857142925262451,0.7916666865348816,0.7605633735656738,0.875,0.9027777910232544,0.039824772626161575,0.0476190485060215,0.8518518805503845,0.617977499961853,0.11702127754688263,0.7307692170143127,0.02500000037252903
geoId-NTN,201700,6.0088605880737305,0.8529411554336548,0.3644859790802002,0.3980582654476166,0.2897196114063263,0.8725489974021912,0.8350515365600586,0.6831682920455933,0.6700000166893005,0.7346938848495483,0.7849462628364563,0.07390982657670975,1.0,0.949999988079071,0.6339285969734192,0.18584071099758148,0.6842105388641357,0.03669724613428116
geoId-PTO,201700,6.283201217651367,0.7575757503509521,0.3478260934352875,0.38461539149284363,0.31578946113586426,0.8111110925674438,0.7555555701255798,0.6888889074325562,0.6781609058380127,0.6896551847457886,0.8433734774589539,0.6501950621604919,0.5555555820465088,0.9436619877815247,0.6494845151901245,0.09900990128517151,0.7419354915618896,0.011111111380159855
geoId-PYN,201700,5.14827823638916,0.8289473652839661,0.2266666740179062,0.27142858505249023,0.25925925374031067,0.8115941882133484,0.7272727489471436,0.560606062412262,0.5303030014038086,0.5846154093742371,0.688524603843689,0.7046388983726501,0.8571428656578064,0.731249988079071,0.5529412031173706,0.13953489065170288,0.7096773982048035,0.012658228166401386
geoId-QBH,201700,5.626775741577148,0.8045976758003235,0.2604166567325592,0.3333333432674408,0.3586956560611725,0.8666666746139526,0.8023256063461304,0.7272727489471436,0.6931818127632141,0.7471264600753784,0.8045976758003235,0.4601770043373108,0.2954545319080353,0.5363636612892151,0.4747474789619446,0.13131313025951385,0.8214285969734192,0.021978022530674934
geoId-QNM,201700,6.991875171661377,0.8514851331710815,0.3243243098258972,0.39393940567970276,0.3636363744735718,0.9111111164093018,0.8488371968269348,0.7045454382896423,0.6785714030265808,0.7439024448394775,0.8795180916786194,1.581920862197876,0.9589040875434875,0.9007092118263245,0.6938775777816772,0.11320754885673523,0.6896551847457886,0.0
geoId-QNI,201700,6.382908344268799,0.8659793734550476,0.3265306055545807,0.40425533056259155,0.3980582654476166,0.8863636255264282,0.8414633870124817,0.6666666865348816,0.7710843086242676,0.7875000238418579,0.8024691343307495,0.2187386006116867,0.3529411852359772,0.8776978254318237,0.5648148059844971,0.1388888955116272,0.7297297120094299,0.009708737954497337
geoId-QNH,201700,5.632767677307129,0.8416666388511658,0.32258063554763794,0.4017094075679779,0.3692307770252228,0.9059829115867615,0.8421052694320679,0.747826099395752,0.7589285969734192,0.8103448152542114,0.7652173638343811,0.04565167799592018,0.25,0.7769230604171753,0.5481481552124023,0.1386861354112625,0.5666666626930237,0.04032257944345474
geoId-QTI,201700,5.393890857696533,0.8444444537162781,0.34020617604255676,0.3258427083492279,0.37755101919174194,0.8620689511299133,0.8170731663703918,0.6470588445663452,0.7317073345184326,0.7283950448036194,0.8125,0.29600393772125244,0.375,0.774193525314331,0.5416666865348816,0.2222222238779068,0.7058823704719543,0.031578946858644485
geoId-STG,201700,6.026577949523926,0.8390804529190063,0.369047611951828,0.4868420958518982,0.3295454680919647,0.875,0.8243243098258972,0.6710526347160339,0.6282051205635071,0.7105262875556946,0.7916666865348816,3.3007335662841797,0.8181818127632141,0.7673611044883728,0.4329896867275238,0.239130437374115,0.7777777910232544,0.024096384644508362
geoId-SLA,201700,5.944278717041016,0.8585858345031738,0.22340425848960876,0.22580644488334656,0.3814432919025421,0.8620689511299133,0.8024691343307495,0.6265060305595398,0.6705882549285889,0.7283950448036194,0.7530864477157593,0.3215433955192566,0.6666666865348816,0.6000000238418579,0.7037037014961243,0.1111111119389534,0.7037037014961243,0.0
geoId-HCM,201700,5.125413417816162,0.8185328245162964,0.29347825050354004,0.29694321751594543,0.26492536067962646,0.8703703880310059,0.7867298722267151,0.6047618985176086,0.6172248721122742,0.6411483287811279,0.7178217768669128,0.10935068875551224,1.0,0.5044801235198975,0.515625,0.1120000034570694,0.5079365372657776,0.017467249184846878
geoId-TTH,201700,6.002544403076172,0.8977272510528564,0.3125,0.2666666805744171,0.3294117748737335,0.9259259104728699,0.9200000166893005,0.607594907283783,0.7272727489471436,0.7662337422370911,0.8133333325386047,0.0,0.0,0.5765765905380249,0.6702127456665039,0.0833333358168602,0.8181818127632141,0.032258063554763794
geoId-TNH,201700,5.426610469818115,0.8172042965888977,0.30000001192092896,0.37142857909202576,0.3689320385456085,0.8586956262588501,0.7931034564971924,0.5795454382896423,0.658823549747467,0.7058823704719543,0.8160919547080994,1.2711864709854126,0.6122449040412903,0.9774436354637146,0.5925925970077515,0.18518517911434174,0.4375,0.019801979884505272
geoId-TBH,201700,5.507745742797852,0.8504672646522522,0.32743361592292786,0.3047619163990021,0.29914531111717224,0.8846153616905212,0.8058252334594727,0.6310679316520691,0.6764705777168274,0.7281553149223328,0.7400000095367432,0.19743336737155914,1.0,0.6153846383094788,0.5476190447807312,0.10000000149011612,0.7428571581840515,0.05982905998826027
geoId-TNN,201700,6.424342632293701,0.8773584961891174,0.4455445408821106,0.3854166567325592,0.3619047701358795,0.9418604373931885,0.8888888955116272,0.7317073345184326,0.7407407164573669,0.790123462677002,0.8271604776382446,0.19685038924217224,1.0,0.5308641791343689,0.5090909004211426,0.10619468986988068,0.6785714030265808,0.029411764815449715
geoId-THA,201700,5.743797779083252,0.8518518805503845,0.3372093141078949,0.37931033968925476,0.2874999940395355,0.8533333539962769,0.8309859037399292,0.6944444179534912,0.6944444179534912,0.7323943376541138,0.7945205569267273,0.40745052695274353,0.6511628031730652,0.8733333349227905,0.5,0.12371134012937546,0.8095238208770752,0.05681818351149559
geoId-TGG,201700,4.836552619934082,0.800000011920929,0.2921348214149475,0.34117648005485535,0.28723403811454773,0.8651685118675232,0.7882353067398071,0.5882353186607361,0.6428571343421936,0.7764706015586853,0.8117647171020508,0.0,0.0,0.8387096524238586,0.3979591727256775,0.23000000417232513,0.6511628031730652,0.010416666977107525
geoId-TVH,201700,6.716920375823975,0.9054054021835327,0.39726027846336365,0.4647887349128723,0.4647887349128723,0.9411764740943909,0.8709677457809448,0.5909090638160706,0.6190476417541504,0.6875,0.828125,3.1677465438842773,0.6567164063453674,0.8888888955116272,0.4767441749572754,0.151162788271904,0.6363636255264282,0.0
geoId-TQG,201700,5.946805477142334,0.8533333539962769,0.2702702581882477,0.2567567527294159,0.48148149251937866,0.8815789222717285,0.837837815284729,0.6944444179534912,0.7222222089767456,0.7681159377098083,0.800000011920929,0.4778972566127777,1.0,0.8500000238418579,0.5882353186607361,0.1428571492433548,0.7307692170143127,0.03947368264198303
geoId-VLG,201700,7.080442905426025,0.8571428656578064,0.4523809552192688,0.4939759075641632,0.43529412150382996,0.8831169009208679,0.8783783912658691,0.6164383292198181,0.6575342416763306,0.7101449370384216,0.800000011920929,0.5965293049812317,0.9166666865348816,0.8604651093482971,0.5376344323158264,0.09677419066429138,0.699999988079071,0.0
geoId-VPC,201700,6.281703948974609,0.9029126167297363,0.31481480598449707,0.3619047701358795,0.3009708821773529,0.9278350472450256,0.875,0.760869562625885,0.717391312122345,0.79347825050354,0.7977527976036072,0.395480215549469,0.8235294222831726,0.8421052694320679,0.5892857313156128,0.1621621549129486,0.7692307829856873,0.029126213863492012
geoId-YBI,201700,6.166956901550293,0.8095238208770752,0.23255814611911774,0.3132530152797699,0.46341463923454285,0.8783783912658691,0.8333333134651184,0.6805555820465088,0.6760563254356384,0.6805555820465088,0.7857142686843872,0.28169015049934387,0.4285714328289032,0.9523809552192688,0.6404494643211365,0.06521739065647125,0.800000011920929,0.0357142873108387
