Địa phương,Năm,Bác sĩ,Y sĩ,Y tá,Hộ sinh
geoId-AGG,2002,748.0,1104.0,841.0,357.0
geoId-AGG,2003,797.0,1135.0,910.0,349.0
geoId-AGG,2004,789.0,1171.0,909.0,355.0
geoId-AGG,2005,830.0,1196.0,971.0,421.0
geoId-AGG,2006,825.0,1187.0,1006.0,424.0
geoId-AGG,2007,824.0,1237.0,1108.0,503.0
geoId-AGG,2008,842.0,1210.0,1224.0,504.0
geoId-AGG,2009,916.0,1283.0,1328.0,570.0
geoId-AGG,2010,930.0,1246.0,1474.0,632.0
geoId-AGG,2011,907.0,1197.0,1545.0,627.0
geoId-AGG,2012,1043.0,1404.0,1742.0,725.0
geoId-AGG,2013,954.0,1247.0,1674.0,683.0
geoId-AGG,2014,1011.0,1300.0,1682.0,700.0
geoId-AGG,2015,1020.0,1288.0,1873.0,648.0
geoId-AGG,2016,1047.0,1179.0,1694.0,590.0
geoId-AGG,2017,1636.0,1071.0,1564.0,568.0
geoId-BR-VT,2002,476.0,285.0,374.0,165.0
geoId-BR-VT,2003,431.0,274.0,427.0,167.0
geoId-BR-VT,2004,408.0,305.0,414.0,160.0
geoId-BR-VT,2005,386.0,296.0,419.0,164.0
geoId-BR-VT,2006,386.0,296.0,571.0,188.0
geoId-BR-VT,2007,386.0,295.0,544.0,187.0
geoId-BR-VT,2008,387.0,295.0,544.0,187.0
geoId-BR-VT,2009,469.0,354.0,643.0,258.0
geoId-BR-VT,2010,478.0,363.0,644.0,261.0
geoId-BR-VT,2011,478.0,363.0,644.0,261.0
geoId-BR-VT,2012,478.0,363.0,644.0,261.0
geoId-BR-VT,2013,460.0,469.0,759.0,294.0
geoId-BR-VT,2014,462.0,471.0,762.0,294.0
geoId-BR-VT,2015,489.0,496.0,772.0,305.0
geoId-BR-VT,2016,544.0,469.0,752.0,314.0
geoId-BR-VT,2017,468.0,416.0,1017.0,316.0
geoId-BDG,2002,335.0,417.0,256.0,194.0
geoId-BDG,2003,338.0,389.0,286.0,183.0
geoId-BDG,2004,394.0,411.0,352.0,229.0
geoId-BDG,2005,403.0,451.0,378.0,239.0
geoId-BDG,2006,498.0,472.0,373.0,288.0
geoId-BDG,2007,472.0,448.0,431.0,278.0
geoId-BDG,2008,491.0,480.0,428.0,325.0
geoId-BDG,2009,523.0,527.0,515.0,368.0
geoId-BDG,2010,533.0,582.0,557.0,380.0
geoId-BDG,2011,425.0,494.0,600.0,293.0
geoId-BDG,2012,643.0,542.0,928.0,404.0
geoId-BDG,2013,438.0,588.0,706.0,325.0
geoId-BDG,2014,414.0,547.0,623.0,273.0
geoId-BDG,2015,471.0,628.0,726.0,334.0
geoId-BDG,2016,496.0,601.0,709.0,321.0
geoId-BDG,2017,729.0,776.0,830.0,480.0
geoId-BPC,2002,211.0,366.0,241.0,197.0
geoId-BPC,2003,315.0,314.0,316.0,184.0
geoId-BPC,2004,322.0,303.0,304.0,175.0
geoId-BPC,2005,287.0,313.0,352.0,191.0
geoId-BPC,2006,326.0,294.0,327.0,194.0
geoId-BPC,2007,326.0,294.0,328.0,199.0
geoId-BPC,2008,331.0,390.0,376.0,233.0
geoId-BPC,2009,351.0,373.0,241.0,233.0
geoId-BPC,2010,413.0,480.0,509.0,336.0
geoId-BPC,2011,343.0,606.0,676.0,399.0
geoId-BPC,2012,348.0,672.0,769.0,425.0
geoId-BPC,2013,399.0,727.0,777.0,395.0
geoId-BPC,2014,414.0,785.0,796.0,417.0
geoId-BPC,2015,426.0,644.0,773.0,363.0
geoId-BPC,2016,503.0,617.0,709.0,398.0
geoId-BPC,2017,476.0,651.0,726.0,401.0
geoId-BTN,2002,446.0,820.0,361.0,178.0
geoId-BTN,2003,498.0,685.0,480.0,177.0
geoId-BTN,2004,554.0,849.0,438.0,237.0
geoId-BTN,2005,556.0,872.0,449.0,293.0
geoId-BTN,2006,552.0,831.0,533.0,305.0
geoId-BTN,2007,542.0,823.0,591.0,341.0
geoId-BTN,2008,572.0,830.0,646.0,356.0
geoId-BTN,2009,567.0,898.0,757.0,436.0
geoId-BTN,2010,562.0,855.0,840.0,403.0
geoId-BTN,2011,598.0,842.0,881.0,398.0
geoId-BTN,2012,616.0,861.0,1202.0,446.0
geoId-BTN,2013,611.0,887.0,1130.0,413.0
geoId-BTN,2014,619.0,884.0,1116.0,411.0
geoId-BTN,2015,638.0,888.0,1158.0,412.0
geoId-BTN,2016,643.0,826.0,1223.0,396.0
geoId-BTN,2017,655.0,854.0,1236.0,405.0
geoId-BDH,2002,587.0,734.0,780.0,224.0
geoId-BDH,2003,651.0,718.0,783.0,216.0
geoId-BDH,2004,671.0,651.0,824.0,222.0
geoId-BDH,2005,728.0,646.0,930.0,246.0
geoId-BDH,2006,726.0,666.0,916.0,264.0
geoId-BDH,2007,772.0,678.0,1095.0,282.0
geoId-BDH,2008,791.0,585.0,1048.0,351.0
geoId-BDH,2009,760.0,604.0,1623.0,430.0
geoId-BDH,2010,753.0,535.0,1553.0,399.0
geoId-BDH,2011,773.0,574.0,1679.0,419.0
geoId-BDH,2012,779.0,580.0,1684.0,422.0
geoId-BDH,2013,811.0,670.0,1692.0,418.0
geoId-BDH,2014,774.0,660.0,1734.0,421.0
geoId-BDH,2015,794.0,669.0,1687.0,421.0
geoId-BDH,2016,891.0,702.0,1701.0,420.0
geoId-BDH,2017,837.0,695.0,1708.0,415.0
geoId-BLU,2002,373.0,602.0,200.0,89.0
geoId-BLU,2003,365.0,591.0,249.0,82.0
geoId-BLU,2004,413.0,586.0,235.0,99.0
geoId-BLU,2005,392.0,601.0,223.0,110.0
geoId-BLU,2006,342.0,614.0,234.0,138.0
geoId-BLU,2007,387.0,780.0,358.0,184.0
geoId-BLU,2008,425.0,719.0,329.0,192.0
geoId-BLU,2009,346.0,740.0,311.0,170.0
geoId-BLU,2010,433.0,747.0,401.0,255.0
geoId-BLU,2011,506.0,765.0,530.0,272.0
geoId-BLU,2012,559.0,807.0,753.0,291.0
geoId-BLU,2013,575.0,822.0,764.0,293.0
geoId-BLU,2014,602.0,920.0,816.0,294.0
geoId-BLU,2015,616.0,903.0,834.0,310.0
geoId-BLU,2016,653.0,990.0,980.0,330.0
geoId-BLU,2017,626.0,663.0,743.0,309.0
geoId-BGG,2002,611.0,1291.0,542.0,109.0
geoId-BGG,2003,703.0,1214.0,505.0,127.0
geoId-BGG,2004,944.0,1267.0,588.0,160.0
geoId-BGG,2005,1012.0,1280.0,619.0,191.0
geoId-BGG,2006,861.0,1162.0,860.0,225.0
geoId-BGG,2007,870.0,1131.0,898.0,253.0
geoId-BGG,2008,951.0,1154.0,1053.0,279.0
geoId-BGG,2009,995.0,1140.0,1219.0,315.0
geoId-BGG,2010,1031.0,1138.0,1310.0,337.0
geoId-BGG,2011,1055.0,1139.0,1465.0,345.0
geoId-BGG,2012,1448.0,1540.0,1677.0,315.0
geoId-BGG,2013,1115.0,1469.0,1515.0,315.0
geoId-BGG,2014,1250.0,1422.0,1523.0,324.0
geoId-BGG,2015,1336.0,1380.0,1482.0,328.0
geoId-BGG,2016,1400.0,1429.0,1469.0,320.0
geoId-BGG,2017,1322.0,1075.0,1487.0,323.0
geoId-BKN,2002,221.0,320.0,213.0,65.0
geoId-BKN,2003,254.0,310.0,230.0,72.0
geoId-BKN,2004,253.0,319.0,301.0,82.0
geoId-BKN,2005,268.0,295.0,289.0,78.0
geoId-BKN,2006,289.0,283.0,317.0,84.0
geoId-BKN,2007,320.0,281.0,391.0,82.0
geoId-BKN,2008,329.0,320.0,426.0,93.0
geoId-BKN,2009,346.0,322.0,433.0,101.0
geoId-BKN,2010,453.0,350.0,431.0,104.0
geoId-BKN,2011,355.0,366.0,469.0,98.0
geoId-BKN,2012,472.0,458.0,460.0,110.0
geoId-BKN,2013,339.0,474.0,478.0,125.0
geoId-BKN,2014,383.0,483.0,468.0,129.0
geoId-BKN,2015,397.0,467.0,459.0,120.0
geoId-BKN,2016,457.0,459.0,449.0,114.0
geoId-BKN,2017,471.0,357.0,458.0,112.0
geoId-BNH,2002,462.0,661.0,338.0,86.0
geoId-BNH,2003,497.0,686.0,342.0,97.0
geoId-BNH,2004,475.0,687.0,451.0,122.0
geoId-BNH,2005,469.0,681.0,463.0,138.0
geoId-BNH,2006,554.0,675.0,503.0,152.0
geoId-BNH,2007,611.0,665.0,522.0,222.0
geoId-BNH,2008,628.0,742.0,565.0,248.0
geoId-BNH,2009,653.0,760.0,582.0,260.0
geoId-BNH,2010,706.0,800.0,610.0,322.0
geoId-BNH,2011,720.0,805.0,637.0,322.0
geoId-BNH,2012,795.0,751.0,979.0,295.0
geoId-BNH,2013,703.0,721.0,906.0,288.0
geoId-BNH,2014,823.0,697.0,803.0,261.0
geoId-BNH,2015,867.0,720.0,881.0,277.0
geoId-BNH,2016,875.0,670.0,917.0,265.0
geoId-BNH,2017,760.0,697.0,803.0,261.0
geoId-SCC,2002,7859.0,12748.0,8616.0,4147.0
geoId-SCC,2003,8485.0,12147.0,9063.0,4279.0
geoId-SCC,2004,8722.0,12212.0,9301.0,4479.0
geoId-SCC,2005,9066.0,12315.0,9775.0,4535.0
geoId-SCC,2006,9110.0,11941.0,10342.0,4898.0
geoId-SCC,2007,9332.0,11570.0,10887.0,5143.0
geoId-SCC,2008,9694.0,11837.0,11505.0,5852.0
geoId-SCC,2009,10478.0,11908.0,12680.0,5973.0
geoId-SCC,2010,9836.0,11572.0,13838.0,6083.0
geoId-SCC,2011,10257.0,11918.0,14717.0,6429.0
geoId-SCC,2012,10334.0,12350.0,16658.0,6753.0
geoId-SCC,2013,10068.0,12270.0,16579.0,6584.0
geoId-SCC,2014,11324.0,12700.0,17828.0,6594.0
geoId-SCC,2015,11828.0,12783.0,18215.0,6625.0
geoId-SCC,2016,12428.0,12840.0,18616.0,6548.0
geoId-SCC,2017,11778.0,11747.0,18907.0,6591.0
geoId-BTE,2002,461.0,863.0,582.0,168.0
geoId-BTE,2003,512.0,766.0,576.0,206.0
geoId-BTE,2004,654.0,768.0,597.0,162.0
geoId-BTE,2005,676.0,767.0,576.0,169.0
geoId-BTE,2006,805.0,734.0,659.0,202.0
geoId-BTE,2007,836.0,719.0,674.0,214.0
geoId-BTE,2008,918.0,742.0,746.0,241.0
geoId-BTE,2009,970.0,747.0,731.0,245.0
geoId-BTE,2010,980.0,749.0,795.0,293.0
geoId-BTE,2011,708.0,824.0,975.0,306.0
geoId-BTE,2012,1044.0,943.0,1671.0,343.0
geoId-BTE,2013,735.0,810.0,1603.0,324.0
geoId-BTE,2014,718.0,932.0,1637.0,337.0
geoId-BTE,2015,765.0,910.0,1637.0,345.0
geoId-BTE,2016,795.0,940.0,1319.0,353.0
geoId-BTE,2017,764.0,897.0,1254.0,345.0
geoId-CBG,2002,330.0,624.0,375.0,225.0
geoId-CBG,2003,355.0,534.0,410.0,223.0
geoId-CBG,2004,369.0,629.0,428.0,281.0
geoId-CBG,2005,446.0,601.0,440.0,265.0
geoId-CBG,2006,403.0,581.0,402.0,321.0
geoId-CBG,2007,367.0,635.0,503.0,327.0
geoId-CBG,2008,423.0,675.0,536.0,335.0
geoId-CBG,2009,446.0,683.0,589.0,339.0
geoId-CBG,2010,485.0,681.0,556.0,363.0
geoId-CBG,2011,497.0,712.0,713.0,361.0
geoId-CBG,2012,524.0,779.0,932.0,356.0
geoId-CBG,2013,518.0,711.0,888.0,344.0
geoId-CBG,2014,585.0,746.0,951.0,349.0
geoId-CBG,2015,594.0,718.0,935.0,338.0
geoId-CBG,2016,677.0,766.0,1141.0,352.0
geoId-CBG,2017,797.0,722.0,753.0,361.0
geoId-CMU,2002,404.0,896.0,255.0,126.0
geoId-CMU,2003,442.0,876.0,397.0,178.0
geoId-CMU,2004,531.0,1084.0,354.0,161.0
geoId-CMU,2005,550.0,1205.0,325.0,174.0
geoId-CMU,2006,524.0,1199.0,367.0,173.0
geoId-CMU,2007,576.0,1383.0,133.0,242.0
geoId-CMU,2008,629.0,1472.0,131.0,263.0
geoId-CMU,2009,649.0,1625.0,111.0,338.0
geoId-CMU,2010,717.0,1109.0,92.0,409.0
geoId-CMU,2011,738.0,1124.0,129.0,447.0
geoId-CMU,2012,801.0,1034.0,120.0,433.0
geoId-CMU,2013,886.0,1123.0,757.0,507.0
geoId-CMU,2014,918.0,1077.0,715.0,557.0
geoId-CMU,2015,918.0,1077.0,715.0,557.0
geoId-CMU,2016,905.0,1105.0,748.0,474.0
geoId-CMU,2017,958.0,873.0,832.0,453.0
geoId-CTO,2002,672.0,976.0,819.0,302.0
geoId-CTO,2003,770.0,888.0,771.0,307.0
geoId-CTO,2004,612.0,584.0,608.0,240.0
geoId-CTO,2005,535.0,583.0,609.0,250.0
geoId-CTO,2006,581.0,618.0,466.0,265.0
geoId-CTO,2007,526.0,574.0,431.0,211.0
geoId-CTO,2008,543.0,605.0,484.0,237.0
geoId-CTO,2009,613.0,597.0,625.0,257.0
geoId-CTO,2010,653.0,595.0,742.0,275.0
geoId-CTO,2011,718.0,609.0,836.0,285.0
geoId-CTO,2012,1607.0,709.0,1114.0,377.0
geoId-CTO,2013,789.0,649.0,999.0,295.0
geoId-CTO,2014,838.0,660.0,1119.0,303.0
geoId-CTO,2015,847.0,665.0,1110.0,296.0
geoId-CTO,2016,776.0,476.0,1255.0,261.0
geoId-CTO,2017,1293.0,641.0,2028.0,363.0
geoId-GLI,2002,345.0,456.0,695.0,224.0
geoId-GLI,2003,399.0,489.0,736.0,329.0
geoId-GLI,2004,498.0,472.0,731.0,330.0
geoId-GLI,2005,408.0,523.0,735.0,338.0
geoId-GLI,2006,455.0,509.0,765.0,362.0
geoId-GLI,2007,493.0,554.0,807.0,409.0
geoId-GLI,2008,503.0,576.0,853.0,436.0
geoId-GLI,2009,509.0,572.0,853.0,435.0
geoId-GLI,2010,743.0,616.0,1047.0,478.0
geoId-GLI,2011,840.0,641.0,1118.0,481.0
geoId-GLI,2012,587.0,687.0,1252.0,538.0
geoId-GLI,2013,620.0,644.0,1422.0,504.0
geoId-GLI,2014,743.0,706.0,1374.0,546.0
geoId-GLI,2015,826.0,681.0,1374.0,540.0
geoId-GLI,2016,840.0,665.0,1209.0,531.0
geoId-GLI,2017,793.0,662.0,1209.0,531.0
geoId-HBH,2002,325.0,1023.0,448.0,147.0
geoId-HBH,2003,413.0,1006.0,343.0,170.0
geoId-HBH,2004,354.0,1030.0,361.0,208.0
geoId-HBH,2005,351.0,1003.0,351.0,207.0
geoId-HBH,2006,366.0,946.0,347.0,220.0
geoId-HBH,2007,398.0,896.0,467.0,220.0
geoId-HBH,2008,458.0,875.0,466.0,152.0
geoId-HBH,2009,638.0,921.0,582.0,260.0
geoId-HBH,2010,679.0,1030.0,486.0,318.0
geoId-HBH,2011,559.0,980.0,674.0,285.0
geoId-HBH,2012,492.0,966.0,734.0,292.0
geoId-HBH,2013,507.0,966.0,734.0,292.0
geoId-HBH,2014,596.0,1024.0,968.0,318.0
geoId-HBH,2015,549.0,973.0,896.0,288.0
geoId-HBH,2016,660.0,973.0,896.0,288.0
geoId-HBH,2017,921.0,924.0,1226.0,312.0
geoId-HGG,2002,264.0,804.0,298.0,217.0
geoId-HGG,2003,302.0,853.0,252.0,213.0
geoId-HGG,2004,305.0,819.0,246.0,233.0
geoId-HGG,2005,316.0,829.0,243.0,236.0
geoId-HGG,2006,328.0,807.0,277.0,231.0
geoId-HGG,2007,327.0,919.0,369.0,274.0
geoId-HGG,2008,405.0,899.0,142.0,359.0
geoId-HGG,2009,501.0,1082.0,679.0,348.0
geoId-HGG,2010,439.0,1103.0,855.0,365.0
geoId-HGG,2011,418.0,1251.0,822.0,392.0
geoId-HGG,2012,491.0,1447.0,947.0,388.0
geoId-HGG,2013,459.0,1382.0,954.0,382.0
geoId-HGG,2014,594.0,1284.0,919.0,374.0
geoId-HGG,2015,640.0,1300.0,956.0,376.0
geoId-HGG,2016,857.0,1169.0,970.0,378.0
geoId-HGG,2017,804.0,1174.0,976.0,380.0
geoId-HNM,2002,472.0,429.0,496.0,125.0
geoId-HNM,2003,482.0,396.0,504.0,129.0
geoId-HNM,2004,485.0,398.0,507.0,132.0
geoId-HNM,2005,531.0,423.0,529.0,136.0
geoId-HNM,2006,486.0,392.0,558.0,163.0
geoId-HNM,2007,448.0,372.0,637.0,156.0
geoId-HNM,2008,462.0,382.0,611.0,139.0
geoId-HNM,2009,484.0,396.0,773.0,174.0
geoId-HNM,2010,493.0,383.0,763.0,170.0
geoId-HNM,2011,492.0,387.0,770.0,173.0
geoId-HNM,2012,624.0,493.0,1165.0,214.0
geoId-HNM,2013,483.0,409.0,904.0,187.0
geoId-HNM,2014,479.0,361.0,840.0,174.0
geoId-HNM,2015,483.0,369.0,843.0,177.0
geoId-HNM,2016,431.0,350.0,760.0,201.0
geoId-HNM,2017,427.0,347.0,775.0,165.0
geoId-HNI,2002,1600.0,645.0,1628.0,402.0
geoId-HNI,2003,1584.0,639.0,1546.0,495.0
geoId-HNI,2004,1610.0,569.0,1722.0,410.0
geoId-HNI,2005,1654.0,622.0,1922.0,423.0
geoId-HNI,2006,1685.0,629.0,2141.0,472.0
geoId-HNI,2007,1705.0,617.0,2207.0,485.0
geoId-HNI,2008,2641.0,2089.0,3288.0,883.0
geoId-HNI,2009,2819.0,2416.0,3750.0,1076.0
geoId-HNI,2010,2974.0,2584.0,3970.0,1173.0
geoId-HNI,2011,2900.0,2584.0,3970.0,1173.0
geoId-HNI,2012,3174.0,2769.0,4146.0,1180.0
geoId-HNI,2013,3335.0,2682.0,4422.0,1232.0
geoId-HNI,2014,3502.0,2832.0,5187.0,1243.0
geoId-HNI,2015,3530.0,2823.0,5187.0,1223.0
geoId-HNI,2016,3846.0,2728.0,6426.0,1240.0
geoId-HNI,2017,3160.0,2721.0,6725.0,1230.0
geoId-HNI,2002,925.0,1749.0,602.0,330.0
geoId-HNI,2003,942.0,1645.0,639.0,313.0
geoId-HNI,2004,1213.0,1636.0,637.0,322.0
geoId-HNI,2005,1046.0,1657.0,722.0,361.0
geoId-HNI,2006,1046.0,1657.0,722.0,361.0
geoId-HNI,2007,986.0,1578.0,837.0,393.0
geoId-HNI,2008,,,,
geoId-HNI,2009,,,,
geoId-HNI,2010,,,,
geoId-HNI,2011,,,,
geoId-HNI,2012,,,,
geoId-HNI,2013,,,,
geoId-HNI,2014,,,,
geoId-HNI,2015,,,,
geoId-HNI,2016,,,,
geoId-HNI,2017,,,,
geoId-HTH,2002,507.0,1216.0,851.0,429.0
geoId-HTH,2003,527.0,1193.0,868.0,434.0
geoId-HTH,2004,527.0,1193.0,868.0,434.0
geoId-HTH,2005,648.0,1322.0,1016.0,322.0
geoId-HTH,2006,482.0,1161.0,923.0,441.0
geoId-HTH,2007,516.0,1225.0,893.0,434.0
geoId-HTH,2008,591.0,1164.0,916.0,435.0
geoId-HTH,2009,787.0,1196.0,935.0,283.0
geoId-HTH,2010,689.0,1155.0,1125.0,466.0
geoId-HTH,2011,722.0,1171.0,1143.0,470.0
geoId-HTH,2012,762.0,1152.0,1189.0,468.0
geoId-HTH,2013,743.0,1114.0,1190.0,467.0
geoId-HTH,2014,786.0,882.0,1123.0,404.0
geoId-HTH,2015,833.0,909.0,1077.0,414.0
geoId-HTH,2016,916.0,932.0,1193.0,442.0
geoId-HTH,2017,899.0,915.0,1119.0,438.0
geoId-HYN,2002,395.0,646.0,474.0,183.0
geoId-HYN,2003,404.0,612.0,440.0,196.0
geoId-HYN,2004,405.0,585.0,458.0,218.0
geoId-HYN,2005,456.0,544.0,496.0,213.0
geoId-HYN,2006,457.0,591.0,373.0,128.0
geoId-HYN,2007,535.0,516.0,572.0,218.0
geoId-HYN,2008,547.0,528.0,629.0,229.0
geoId-HYN,2009,549.0,528.0,638.0,240.0
geoId-HYN,2010,562.0,551.0,673.0,271.0
geoId-HYN,2011,582.0,603.0,801.0,285.0
geoId-HYN,2012,775.0,673.0,1185.0,353.0
geoId-HYN,2013,614.0,652.0,1087.0,332.0
geoId-HYN,2014,650.0,657.0,1133.0,353.0
geoId-HYN,2015,712.0,668.0,1163.0,361.0
geoId-HYN,2016,878.0,746.0,1309.0,491.0
geoId-HYN,2017,835.0,777.0,1309.0,484.0
geoId-HDG,2002,663.0,956.0,755.0,296.0
geoId-HDG,2003,688.0,933.0,753.0,303.0
geoId-HDG,2004,689.0,950.0,798.0,313.0
geoId-HDG,2005,729.0,946.0,806.0,330.0
geoId-HDG,2006,775.0,867.0,1019.0,376.0
geoId-HDG,2007,785.0,842.0,1087.0,407.0
geoId-HDG,2008,815.0,852.0,1287.0,486.0
geoId-HDG,2009,818.0,859.0,1295.0,486.0
geoId-HDG,2010,839.0,887.0,1340.0,513.0
geoId-HDG,2011,864.0,980.0,1606.0,538.0
geoId-HDG,2012,941.0,1044.0,1640.0,651.0
geoId-HDG,2013,930.0,1087.0,1703.0,711.0
geoId-HDG,2014,1058.0,1100.0,1818.0,620.0
geoId-HDG,2015,1084.0,1077.0,1806.0,604.0
geoId-HDG,2016,1041.0,929.0,2159.0,490.0
geoId-HDG,2017,1084.0,1061.0,2318.0,602.0
geoId-HPG,2002,1128.0,839.0,1458.0,400.0
geoId-HPG,2003,1180.0,849.0,1393.0,437.0
geoId-HPG,2004,1197.0,816.0,1515.0,447.0
geoId-HPG,2005,1173.0,818.0,1525.0,453.0
geoId-HPG,2006,1359.0,780.0,1919.0,547.0
geoId-HPG,2007,1359.0,780.0,1919.0,547.0
geoId-HPG,2008,1349.0,711.0,1989.0,563.0
geoId-HPG,2009,1347.0,726.0,2009.0,550.0
geoId-HPG,2010,1403.0,689.0,2111.0,545.0
geoId-HPG,2011,1416.0,644.0,2188.0,542.0
geoId-HPG,2012,2044.0,873.0,2833.0,601.0
geoId-HPG,2013,1471.0,750.0,2711.0,580.0
geoId-HPG,2014,1448.0,738.0,2739.0,624.0
geoId-HPG,2015,1507.0,712.0,2739.0,580.0
geoId-HPG,2016,1525.0,696.0,3025.0,547.0
geoId-HPG,2017,1160.0,642.0,3426.0,516.0
geoId-HGG,2002,,,,
geoId-HGG,2003,,,,
geoId-HGG,2004,273.0,454.0,227.0,131.0
geoId-HGG,2005,312.0,486.0,240.0,149.0
geoId-HGG,2006,258.0,500.0,267.0,156.0
geoId-HGG,2007,276.0,526.0,322.0,161.0
geoId-HGG,2008,293.0,558.0,387.0,188.0
geoId-HGG,2009,311.0,551.0,407.0,191.0
geoId-HGG,2010,321.0,644.0,434.0,207.0
geoId-HGG,2011,321.0,644.0,434.0,207.0
geoId-HGG,2012,379.0,593.0,619.0,227.0
geoId-HGG,2013,391.0,619.0,580.0,227.0
geoId-HGG,2014,421.0,599.0,677.0,225.0
geoId-HGG,2015,411.0,626.0,592.0,211.0
geoId-HGG,2016,439.0,542.0,616.0,204.0
geoId-HGG,2017,474.0,551.0,650.0,213.0
geoId-KHA,2002,452.0,635.0,493.0,228.0
geoId-KHA,2003,464.0,613.0,495.0,238.0
geoId-KHA,2004,532.0,639.0,580.0,287.0
geoId-KHA,2005,543.0,634.0,645.0,310.0
geoId-KHA,2006,555.0,607.0,653.0,294.0
geoId-KHA,2007,595.0,619.0,768.0,348.0
geoId-KHA,2008,742.0,566.0,896.0,399.0
geoId-KHA,2009,896.0,564.0,935.0,400.0
geoId-KHA,2010,586.0,536.0,1004.0,411.0
geoId-KHA,2011,616.0,627.0,1124.0,438.0
geoId-KHA,2012,635.0,653.0,1168.0,442.0
geoId-KHA,2013,654.0,662.0,1218.0,482.0
geoId-KHA,2014,618.0,730.0,1233.0,468.0
geoId-KHA,2015,633.0,755.0,1251.0,516.0
geoId-KHA,2016,695.0,722.0,1254.0,483.0
geoId-KHA,2017,602.0,718.0,1276.0,483.0
geoId-KGG,2002,463.0,906.0,460.0,230.0
geoId-KGG,2003,528.0,949.0,543.0,293.0
geoId-KGG,2004,746.0,943.0,545.0,303.0
geoId-KGG,2005,637.0,1054.0,647.0,372.0
geoId-KGG,2006,717.0,1199.0,526.0,428.0
geoId-KGG,2007,662.0,845.0,807.0,553.0
geoId-KGG,2008,742.0,1073.0,801.0,595.0
geoId-KGG,2009,851.0,1398.0,620.0,590.0
geoId-KGG,2010,826.0,1323.0,1154.0,585.0
geoId-KGG,2011,907.0,1184.0,1567.0,621.0
geoId-KGG,2012,963.0,1328.0,1736.0,638.0
geoId-KGG,2013,961.0,1321.0,1678.0,623.0
geoId-KGG,2014,1007.0,1373.0,1780.0,662.0
geoId-KGG,2015,1024.0,1487.0,1692.0,664.0
geoId-KGG,2016,1055.0,1457.0,1734.0,655.0
geoId-KGG,2017,988.0,1413.0,1693.0,638.0
geoId-KTM,2002,183.0,217.0,342.0,128.0
geoId-KTM,2003,191.0,195.0,368.0,136.0
geoId-KTM,2004,188.0,253.0,370.0,154.0
geoId-KTM,2005,202.0,295.0,407.0,154.0
geoId-KTM,2006,199.0,335.0,431.0,160.0
geoId-KTM,2007,200.0,328.0,455.0,165.0
geoId-KTM,2008,245.0,333.0,485.0,186.0
geoId-KTM,2009,249.0,337.0,547.0,191.0
geoId-KTM,2010,156.0,347.0,620.0,231.0
geoId-KTM,2011,354.0,350.0,694.0,249.0
geoId-KTM,2012,385.0,335.0,729.0,245.0
geoId-KTM,2013,422.0,341.0,737.0,242.0
geoId-KTM,2014,439.0,327.0,760.0,243.0
geoId-KTM,2015,460.0,368.0,732.0,240.0
geoId-KTM,2016,462.0,371.0,743.0,240.0
geoId-KTM,2017,416.0,331.0,743.0,249.0
geoId-LCU,2002,285.0,728.0,419.0,58.0
geoId-LCU,2003,291.0,963.0,505.0,76.0
geoId-LCU,2004,76.0,429.0,317.0,54.0
geoId-LCU,2005,258.0,496.0,312.0,65.0
geoId-LCU,2006,103.0,500.0,352.0,153.0
geoId-LCU,2007,112.0,556.0,384.0,137.0
